1,16.33871,0.5594812
2,2.51986,0.07651723
3,10.12517,1.766495
4,5.560977,0.2197478
5,13.10832,1.578488
6,13.35252,0.900814
7,9.568012,0.3979413
8,15.05423,0.5654958
9,10.26502,0.3641808
10,13.00271,0.405708
11,8.772572,0.2922592
12,17.00461,1.082535
13,19.71076,0.8149187
14,13.44978,0.7758263
15,10.7992,0.3820392
16,10.30993,0.3464084
17,16.9242,0.7738892
18,7.916437,0.1831041
19,9.385053,0.3644009
20,5.829974,0.157258
21,10.08333,0.2873288
22,6.672353,0.1875527
23,18.02357,1.784524
24,8.625976,0.2163815
25,13.79382,0.9984179
26,10.65518,0.4144427
27,15.55505,0.2747278
28,9.242777,0.2881233
29,15.70316,0.5671791
30,10.07554,0.5362734
31,14.38202,0.8105043
32,9.718734,0.3395768
33,30.31935,1.435364
34,14.1516,0.7838458
35,9.976302,0.1999178
36,17.07763,1.555466
37,10.82604,0.5720855
38,10.94757,0.468512
39,16.23366,1.034278
40,6.734619,0.187726
41,5.713336,0.1752013
42,7.350431,0.1726026
43,8.922626,0.431269
44,14.3897,0.8990086
45,10.82719,0.5963398
46,11.61622,0.21607
47,11.06485,0.2378242
48,13.62396,0.8542395
49,10.70023,0.5550355
50,14.60476,1.058196
51,2.781135,0.1276193
52,11.00377,0.3056194
53,5.384082,0.0751191
54,12.42286,0.4284457
55,12.1023,0.3807399
56,8.98488,0.2752825
57,8.274479,0.2094707
58,14.11834,0.8252189
59,20.63792,0.6569895
60,17.83741,0.6807982
61,14.15579,1.308259
62,8.293742,0.311764
63,12.11867,0.627506
64,10.88058,0.5241971
65,18.70297,1.402322
66,4.979586,0.06715854
67,8.264336,0.4318076
68,12.46766,0.4416367
69,20.87768,1.183502
70,12.28371,1.077247
71,2.743655,0.08186677
72,14.00098,0.5746088
73,13.50561,0.7001295
74,13.75667,0.4128673
75,14.5546,0.5211722
76,16.96059,0.642803
77,20.59836,1.171681
78,13.85826,0.6608799
79,21.98879,1.104806
80,12.89835,0.7248347
81,13.73222,0.9645602
82,8.967034,0.5121338
83,17.07936,0.9088666
84,15.01479,0.432736
85,9.285429,0.215384
86,20.9584,1.265686
87,21.63521,1.029264
88,7.98028,0.09950087
89,27.23783,1.160848
90,35.72123,0.9266287
91,18.03217,1.202845
92,11.25424,0.5696729
93,15.00396,0.5469792
94,9.799414,0.2994696
95,13.74124,0.6855292
96,12.34524,0.3874021
97,10.77353,0.6959167
98,11.49898,0.3644716
99,14.3455,0.9164409
100,9.883802,0.3502139
101,4.885515,0.1359257
102,9.43218,0.4808762
103,6.00909,0.1583347
104,6.759396,0.2182249
105,21.99252,0.9074375
106,10.4853,0.5402095
107,8.862424,0.3276717
108,8.83897,0.1279425
109,11.34633,0.4394413
110,15.79847,1.177118
111,18.9537,0.9314341
112,17.0872,2.504837
113,19.58604,1.26856
114,9.132705,0.5463068
115,10.68018,0.3314051
116,12.94978,0.8633453
117,11.84417,0.7236547
118,9.066961,0.2041371
119,7.611452,0.5323747
120,4.504641,0.1028258
121,11.39428,0.4421604
122,4.542814,0.06314686
123,15.46943,0.332538
124,10.53362,0.3775501
125,6.162464,0.08761878
126,11.72637,0.3347127
127,11.59375,0.6792551
128,15.65613,1.097511
129,9.597638,0.2592928
130,9.006648,0.2218843
131,9.54132,0.3665404
132,19.57961,1.123087
133,8.926081,0.3005881
134,5.906996,0.07687876
135,9.634962,0.3329544
136,14.84222,0.7946578
137,14.98653,0.206986
138,9.11089,0.1861456
139,9.731143,0.5091479
140,5.16989,0.04846297
141,16.77138,0.3255491
142,8.881723,0.2663363
143,5.230053,0.1270421
144,3.849117,0.0206776
145,13.86631,0.2852626
146,17.18596,0.7069994
147,20.04708,1.119089
148,18.70984,0.7308167
149,18.24119,0.3642169
150,14.55325,0.2314863
151,9.03595,0.1877604
152,16.57686,0.9711307
153,19.25351,0.8042558
154,19.83704,1.198569
155,11.92158,0.418049
156,16.42006,0.6280347
157,11.06539,0.1827124
158,25.31927,1.217881
159,27.78472,1.364176
160,5.329117,0.2055449
161,12.65224,0.3798018
162,12.30162,0.5644783
163,11.8196,0.5429068
164,13.81034,0.5149663
165,7.250189,0.3402805
166,15.88094,0.7932619
167,17.59251,0.7391586
168,6.816771,0.193507
169,12.21962,0.5996004
170,15.98602,0.9558294
171,8.072047,0.1369433
172,19.3868,1.111526
173,12.86466,0.4274253
174,6.960853,0.06408329
175,16.9263,0.9228948
176,8.267087,0.3902301
177,13.18619,0.4720453
178,9.192659,0.2983068
179,21.61813,1.1607
180,11.89082,0.3285234
181,13.42025,0.5599453
182,16.01672,0.2650052
183,20.03009,0.8957149
184,12.621,0.5768421
185,4.788702,0.1012186
186,11.64147,0.2079429
187,8.40954,0.04919016
188,18.08562,0.7901534
189,14.12205,0.5317
190,19.81154,1.153402
191,10.14643,0.6310976
192,12.82231,0.6675717
193,16.06179,1.224215
194,20.83038,1.548912
195,13.38292,0.6072145
196,13.43692,1.025143
197,13.00432,0.471076
198,10.84509,0.1708255
199,8.687202,0.1607167
200,11.99938,0.9255496
201,5.136824,0.1662365
202,6.124104,0.1466464
203,23.53539,1.458589
204,14.47713,0.5870563
205,8.602426,0.3573931
206,4.996354,0.08359914
